anonID,fixture_id,team_id,id,period_name,period_tags,rd,position_fb,position_5,position_6,position,total_duration,total_distance,hmld_gen_2,accelerations_total_number,total_acceleration_load,hsr_distance_5m_s,maul,ball_carry,collision,defensive_breakdown,defensive_scrum,offensive_scrum,tackle,offensive_breakdown,attacker,total_scrums,total_breakdowns,turnaround,SYNTH_vhsr_srw,SYNTH_sprints_5m_s,SYNTH_acceleration_density,SYNTH_velocity_b4_average_effort_distance_gen2,SYNTH_velocity_b4_maximum_effort_distance_gen2,SYNTH_total_contact_involvements,SYNTH_scrum_count,SYNTH_spmld_m,SYNTH_contact_involvement_total_count
7338b1e1,fix_OkeAIV22,team_UbIB7L,6,Match Total,Game - Starter,rd1,Back,Outside Backs,Outside Backs,Back Three,01:04:44,4066.49805,627.23999,36,1352.20182,425.95001,0,0,1,2,0,0,9,3,0,0,5,≥ 10,0,2,0.63301,9.19147,9.82098,0,0,17.36,1
7338b1e1,fix_OkeAIV22,team_UbIB7L,9,First Half,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,00:44:30,3008.33936,397.82001,14,1044.98687,245.39,5,4,0,3,7,5,11,10,0,12,13,≥ 10,520.51001,44,0.374565,15.662125,71.10498,36,0,318.29,24
7338b1e1,fix_OkeAIV22,team_UbIB7L,9,Second Half,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,00:47:08,2702.5459,305.19,17,988.51392,166.77,4,2,1,1,2,1,9,8,0,3,9,≥ 10,0,2,0.33823,10.18392,13.63794,1,0,12.7,1
7338b1e1,fix_OkeAIV22,team_UbIB7L,9,Match Total,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,01:31:38,5710.88526,703.01001,31,2033.50079,412.16,9,6,1,4,9,6,20,18,0,15,22,≥ 10,0,2,0.42846,8.09851,17.761,6,0,18.68,4
7338b1e1,fix_OkeAIV22,team_UbIB7L,15,First Half,Game - Starter,rd1,Back,Inside Backs,Inside Backs,Halves,00:44:30,3298.81616,366.97,16,1067.084,194.87,0,6,1,0,0,0,8,2,0,0,2,≥ 10,20.09,12,0.36581,22.08945,42.65186,16,0,62.92,13
7338b1e1,fix_OkeAIV22,team_UbIB7L,15,Second Half,Game - Starter,rd1,Back,Inside Backs,Inside Backs,Halves,00:47:08,2660.2019,213.09,14,930.64868,85.43,0,1,0,2,0,0,6,0,0,0,2,≥ 10,0,0,0.27487,0,0,26,11,4.89,5
7338b1e1,fix_OkeAIV22,team_UbIB7L,15,Match Total,Game - Starter,rd1,Back,Inside Backs,Inside Backs,Halves,01:31:38,5959.01806,580.06,30,1997.73268,280.3,0,7,1,2,0,0,14,2,0,0,4,≥ 10,34.88,9,0.29162,16.29126,23.05615,36,8,58.37,9
7338b1e1,fix_OkeAIV22,team_UbIB7L,18,First Half,Game - Starter,rd1,Back,Outside Backs,Outside Backs,Centres,00:44:30,3269.80615,454.66,24,1080.02628,268.28,0,5,0,5,0,0,8,3,2,0,8,≥ 10,2.91,5,0.41635,8.88914,15.29492,18,3,34.45,9
7338b1e1,fix_OkeAIV22,team_UbIB7L,18,Second Half,Game - Starter,rd1,Back,Outside Backs,Outside Backs,Centres,00:41:24,2458.38843,224.83,22,882.15674,80.36,0,0,1,2,0,0,10,1,1,0,3,≥ 10,57.58,7,0.36754,25.05347,33.63208,8,0,108.3,7
7338b1e1,fix_OkeAIV22,team_UbIB7L,18,Match Total,Game - Starter,rd1,Back,Outside Backs,Outside Backs,Centres,01:25:54,5728.19458,679.49,46,1962.18302,348.64,0,5,1,7,0,0,18,4,3,0,11,≥ 10,0,2,0.42846,8.80512,9.82202,14,2,15.61,6
7338b1e1,fix_OkeAIV22,team_UbIB7L,19,First Half,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,00:44:30,2360.51807,22.16,1,710.75684,0,6,1,2,0,6,5,7,8,1,11,8,≥ 10,26.32,10,0.31282,8.34791,18.87305,48,11,83.72,22
7338b1e1,fix_OkeAIV22,team_UbIB7L,19,Second Half,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,00:17:24,795.354,8.46,0,269.32947,0,4,2,1,0,2,1,0,2,0,3,2,≥ 10,0,1,0.29631,6.01709,5.00806,29,8,15.75,11
7338b1e1,fix_OkeAIV22,team_UbIB7L,19,Match Total,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,01:01:54,3155.87207,30.62,1,980.08631,0,10,3,3,0,8,6,7,10,1,14,10,≥ 10,0,1,0.28579,1.4275,3.44702,50,16,12.84,0
7338b1e1,fix_OkeAIV22,team_UbIB7L,20,Second Half,Game - Sub,rd1,Forward,Front Row,Front Row,Front Row,00:30:40,1792.40723,65.24,2,571.86281,0,3,1,0,2,4,3,8,2,0,7,4,≥ 10,81.69,29,0.35642,10.34296,36.24597,22,0,248.49,10
7338b1e1,fix_OkeAIV22,team_UbIB7L,20,Match Total,Game - Sub,rd1,Forward,Front Row,Front Row,Front Row,00:30:40,1792.40723,65.24,2,571.86281,0,3,1,0,2,4,3,8,2,0,7,4,≥ 10,39.05,21,0.38076,12.6902,47.81396,20,0,173.71,10
7338b1e1,fix_OkeAIV22,team_UbIB7L,21,First Half,Game - Starter,rd1,Back,Inside Backs,Scrum Halve,Halves,00:44:30,3055.2915,283.28,9,996.58986,149.45,0,3,3,6,0,0,8,3,0,0,9,≥ 10,0,8,0.37752,9.93579,25.49292,33,0,114.31,26
7338b1e1,fix_OkeAIV22,team_UbIB7L,21,Second Half,Game - Starter,rd1,Back,Inside Backs,Scrum Halve,Halves,00:26:31,1473.70874,81.98,6,529.31628,20.62,0,1,1,1,0,0,5,3,0,0,4,≥ 10,100.29,14,0.37118,16.22754,53.96484,20,0,105.45,6
7338b1e1,fix_OkeAIV22,team_UbIB7L,21,Match Total,Game - Starter,rd1,Back,Inside Backs,Scrum Halve,Halves,01:11:01,4529.00024,365.26,15,1525.90614,170.07,0,4,4,7,0,0,13,6,0,0,13,≥ 10,0,7,0.29796,7.37183,25.49292,32,8,67.56,17
7338b1e1,fix_OkeAIV22,team_UbIB7L,22,First Half,Game - Starter,rd1,Back,Outside Backs,Outside Backs,Back Three,00:44:30,3291.66016,494.57999,24,1113.70658,286.05,0,5,1,3,0,0,12,8,1,0,11,≥ 10,0,1,0.31146,1.77197,2.855,49,13,7.69,30
7338b1e1,fix_OkeAIV22,team_UbIB7L,22,Second Half,Game - Starter,rd1,Back,Outside Backs,Outside Backs,Back Three,00:47:08,3038.198,383.45001,22,1031.98462,218.92001,0,2,0,3,0,0,9,3,1,0,6,≥ 10,44.93,11,0.39042,16.96484,36.36206,13,0,113.98,4
7338b1e1,fix_OkeAIV22,team_UbIB7L,22,Match Total,Game - Starter,rd1,Back,Outside Backs,Outside Backs,Back Three,01:31:38,6329.85816,878.03,46,2145.6912,504.97001,0,7,1,6,0,0,21,11,2,0,17,≥ 10,0,2,0.36307,18.01868,23.223,19,0,27.47,13
7338b1e1,fix_OkeAIV22,team_UbIB7L,23,Second Half,Game - Sub,rd1,Forward,Locks,Locks,Second Row,00:11:24,703.27802,58.11,2,232.34975,16.46,2,0,0,0,1,2,2,0,0,3,0,≥ 10,0,2,0.32428,8.68331,11.49097,53,15,31.39,18
7338b1e1,fix_OkeAIV22,team_UbIB7L,23,Match Total,Game - Sub,rd1,Forward,Locks,Locks,Second Row,00:11:24,703.27802,58.11,2,232.34975,16.46,2,0,0,0,1,2,2,0,0,3,0,≥ 10,11.15,4,0.30012,14.004355,19.98999,60,19,66.76,24
7338b1e1,fix_OkeAIV22,team_UbIB7L,24,Second Half,Game - Sub,rd1,Forward,Back Row,Back Row,Back Row,00:28:04,1770.40308,182.46001,4,641.81824,65.89,0,0,0,7,4,3,10,6,0,7,13,≥ 10,15.84,8,0.39785,19.055885,40.38696,16,0,45.93,9
7338b1e1,fix_OkeAIV22,team_UbIB7L,24,Match Total,Game - Sub,rd1,Forward,Back Row,Back Row,Back Row,00:28:04,1770.40308,182.46001,4,641.81824,65.89,0,0,0,7,4,3,10,6,0,7,13,≥ 10,64.34,17,0.34884,13.85462,31.56189,13,0,120.71,9
7338b1e1,fix_OkeAIV22,team_UbIB7L,25,First Half,Game - Starter,rd1,Forward,Locks,Locks,Second Row,00:44:30,2916.29126,100.41,5,921.57644,13.61,6,3,1,5,7,5,7,2,0,12,7,≥ 10,0,0,0.30348,0,0,17,4,9.88,7
7338b1e1,fix_OkeAIV22,team_UbIB7L,25,Second Half,Game - Starter,rd1,Forward,Locks,Locks,Second Row,00:19:17,903.42151,22.87,1,346.71899,0,3,4,0,0,2,1,1,4,2,3,4,≥ 10,86.77,26,0.37726,13.9848,49.30298,21,0,173.71,14
7338b1e1,fix_OkeAIV22,team_UbIB7L,25,Match Total,Game - Starter,rd1,Forward,Locks,Locks,Second Row,01:03:47,3819.71277,123.28,6,1268.29543,13.61,9,7,1,5,9,6,8,6,2,15,11,≥ 10,24.3,12,0.36561,11.06108,26.45398,23,0,84.61,12
7338b1e1,fix_OkeAIV22,team_UbIB7L,26,First Half,Game - Starter,rd1,Back,Inside Backs,Inside Backs,Centres,00:44:30,2983.56226,282.57001,19,1032.14784,81.34,0,5,0,2,0,0,9,5,3,0,7,≥ 10,17.65,11,0.31228,13.71259,29.40991,9,0,57.84,4
7338b1e1,fix_OkeAIV22,team_UbIB7L,26,Second Half,Game - Starter,rd1,Back,Inside Backs,Inside Backs,Centres,00:27:50,1675.64087,94.78,11,575.58484,31.69,0,5,0,1,0,0,1,2,0,0,3,≥ 10,67.45,17,0.4082,14.03645,35.87903,18,0,125.88,12
7338b1e1,fix_OkeAIV22,team_UbIB7L,26,Match Total,Game - Starter,rd1,Back,Inside Backs,Inside Backs,Centres,01:12:20,4659.20313,377.35001,30,1607.73268,113.03,0,10,0,3,0,0,10,7,3,0,10,≥ 10,15.01,6,0.35828,13.25253,33.47998,53,8,113.44,23
7338b1e1,fix_OkeAIV22,team_UbIB7L,28,Second Half,Game - Sub,rd1,Back,Outside Backs,Outside Backs,Back Three,00:25:10,1586.14026,211.63,17,570.29346,108.52,0,0,0,1,0,0,11,0,0,0,1,≥ 10,252.89,24,0.369425,17.59769,40.23193,31,0,192.6,20
7338b1e1,fix_OkeAIV22,team_UbIB7L,28,Match Total,Game - Sub,rd1,Back,Outside Backs,Outside Backs,Back Three,00:25:10,1586.14026,211.63,17,570.29346,108.52,0,0,0,1,0,0,11,0,0,0,1,≥ 10,0,0,0.288345,0,0,30,6,13.1,21
7338b1e1,fix_OkeAIV22,team_UbIB7L,29,Second Half,Game - Sub,rd1,Back,Outside Backs,Outside Backs,Back Three,00:04:37,427.18988,90.42,4,135.48657,50.75,1,0,0,0,0,0,3,0,0,0,0,≥ 10,51.83,10,0.34267,13.53953,39.96216,13,0,131.93,9
7338b1e1,fix_OkeAIV22,team_UbIB7L,29,Match Total,Game - Sub,rd1,Back,Outside Backs,Outside Backs,Back Three,00:04:37,427.18988,90.42,4,135.48657,50.75,1,0,0,0,0,0,3,0,0,0,0,≥ 10,0,3,0.332245,10.2251,12.95801,41,8,37.26,11
7338b1e1,fix_OkeAIV22,team_UbIB7L,31,Second Half,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,00:30:54,1946.0481,135.92999,6,625.27716,34.32,2,0,0,3,3,2,9,0,0,5,3,≥ 10,102.94,28,0.357805,13.94781,51.49805,18,0,276.07,13
7338b1e1,fix_OkeAIV22,team_UbIB7L,31,Match Total,Game - Sub,rd1,Forward,Back Row,Back Row,Back Row,00:30:54,1946.0481,135.92999,6,625.27716,34.32,2,0,0,3,3,2,9,0,0,5,3,≥ 10,7.79,4,0.34032,12.43204,20.59497,60,11,74.52,17
7338b1e1,fix_OkeAIV22,team_UbIB7L,32,Second Half,Game - Sub,rd1,Forward,Back Row,Back Row,Back Row,00:20:26,1105.71301,37.6,2,367.80632,5.98,2,4,0,1,4,3,6,1,0,7,2,≥ 10,0,0,0.29476,0,0,16,6,8.05,7
7338b1e1,fix_OkeAIV22,team_UbIB7L,32,Match Total,Game - Sub,rd1,Forward,Back Row,Back Row,Back Row,00:20:26,1105.71301,37.6,2,367.80632,5.98,2,4,0,1,4,3,6,1,0,7,2,≥ 10,22.61,10,0.32365,9.75703,23.37402,30,0,87.58,20
7338b1e1,fix_OkeAIV22,team_UbIB7L,38,First Half,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,00:44:30,2538.37012,25.98,4,734.61585,0,5,2,0,0,7,5,2,6,1,12,6,≥ 10,15.84,5,0.40299,13.56717,33.19409,13,2,57.94,13
7338b1e1,fix_OkeAIV22,team_UbIB7L,38,Second Half,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,00:17:17,861.552,12.23,1,296.45776,0,4,3,0,0,2,0,0,4,0,2,4,≥ 10,8.91,2,0.31072,11.63599,16.21201,42,10,31.89,17
7338b1e1,fix_OkeAIV22,team_UbIB7L,38,Match Total,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,01:01:47,3399.92212,38.21,5,1031.07361,0,9,5,0,0,9,5,2,10,1,14,10,≥ 10,20.04,6,0.35548,22.08945,33.74609,32,4,27.06,13
7338b1e1,fix_OkeAIV22,team_UbIB7L,39,First Half,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,00:44:30,2689.74048,112.8,8,872.98104,29.91,4,6,1,2,7,5,6,6,0,12,8,≥ 10,30.33,2,0.48175,25.164,36.36206,0,0,24.44,1
7338b1e1,fix_OkeAIV22,team_UbIB7L,39,Second Half,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,00:47:08,2517.19531,92.72,10,837.95636,3.23,5,5,0,3,3,2,8,2,0,5,5,≥ 10,0,0,0.32226,0,0,37,12,1.15,12
7338b1e1,fix_OkeAIV22,team_UbIB7L,39,Match Total,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,01:31:38,5206.93579,205.52,18,1710.9374,33.14,9,11,1,5,10,7,14,8,0,17,13,≥ 10,252.89,21,0.37911,18.54918,60.38086,14,0,212.46,6
7338b1e1,fix_OkeAIV22,team_UbIB7L,40,First Half,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,00:44:30,2825.49219,154.16,5,935.06833,23.58,4,1,1,6,7,5,3,10,1,12,16,≥ 10,97.72,13,0.36853,11.069735,39.94092,13,0,176.11,11
7338b1e1,fix_OkeAIV22,team_UbIB7L,40,Second Half,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,00:47:08,2448.23926,83.94,7,875.89136,0.9,7,4,1,1,6,4,11,6,0,10,7,≥ 10,199.91999,27,0.37911,14.998435,71.10498,31,0,336.18,19
7338b1e1,fix_OkeAIV22,team_UbIB7L,40,Match Total,Game - Starter,rd1,Forward,Back Row,Back Row,Back Row,01:31:38,5273.73145,238.1,12,1810.95969,24.48,11,5,2,7,13,9,14,16,1,22,23,≥ 10,97.72,13,0.36508,16.49156,34.01587,8,0,134.06,5
7338b1e1,fix_OkeAIV22,team_UbIB7L,41,First Half,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,00:44:30,2667.49951,187.48,13,848.04495,93.01,5,4,0,2,7,5,6,6,1,12,8,≥ 10,6.6,4,0.36786,10.028605,13.21826,20,5,36.54,16
7338b1e1,fix_OkeAIV22,team_UbIB7L,41,Second Half,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,00:47:08,2402.06909,122.93,9,829.53778,12.95,7,3,1,3,6,4,7,7,5,10,10,≥ 10,0,1,0.29631,7.87653,7.81909,24,6,23.43,9
7338b1e1,fix_OkeAIV22,team_UbIB7L,41,Match Total,Game - Starter,rd1,Forward,Front Row,Front Row,Front Row,01:31:38,5069.5686,310.41,22,1677.58273,105.96,12,7,1,5,13,9,13,13,6,22,18,≥ 10,5.28,11,0.33544,14.26445,26.68701,18,0,87.58,12
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,1,First Half,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,00:43:59,2372.86426,60.81,4,838.33104,3.51,7,4,1,4,5,5,5,1,0,10,5,6 days,97.72,11,0.39042,17.19908,49.30298,20,0,124.18,10
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,1,Second Half,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,00:11:46,711.87109,8.38,1,204.567,0,2,0,0,0,0,2,1,0,0,2,0,6 days,119.34,20,0.4372,12.17687,35.75293,14,0,156.96,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,1,Match Total,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,00:55:45,3084.73535,69.19,5,1042.89804,3.51,9,4,1,4,5,7,6,1,0,12,5,6 days,0,1,0.32746,11.16809,14.77301,38,14,18.72,14
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,3,First Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,00:43:59,2895.36304,214.63,11,808.30978,98.18,0,3,0,1,0,0,1,6,0,0,7,6 days,57.58,15,0.41712,15.1329,29.64087,33,0,117.73,17
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,3,Second Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,00:30:11,2069.44995,127.99,4,548.20917,56.87,0,0,0,0,0,0,3,0,1,0,0,6 days,31.26,7,0.34406,12.254615,22.51465,19,0,74.47,8
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,3,Match Total,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,01:14:10,4964.81299,342.62,15,1356.51895,155.05,0,3,0,1,0,0,4,6,1,0,7,6 days,43.39,10,0.36612,14.8571,33.47998,7,0,81.57,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,4,First Half,Game - Starter,rd2,Forward,Locks,Locks,Second Row,00:43:59,2642.88818,67.53,3,849.80719,27.42,7,2,0,0,5,5,7,8,2,10,8,6 days,42.06,8,0.3757,16.84874,47.16309,18,0,84.61,13
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,4,Second Half,Game - Starter,rd2,Forward,Locks,Locks,Second Row,00:44:19,2754.82422,64.71,3,841.39943,1.95,4,0,0,0,2,5,10,4,0,7,4,6 days,0,12,0.38638,7.66517,16.90497,17,1,125.36,9
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,4,Match Total,Game - Starter,rd2,Forward,Locks,Locks,Second Row,01:28:18,5397.7124,132.24,6,1691.20662,29.37,11,2,0,0,7,10,17,12,2,17,12,6 days,3.42,5,0.358565,8.8046,13.22583,48,8,74.52,19
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,6,First Half,Game - Sub,rd2,Back,Outside Backs,Outside Backs,Back Three,00:25:21,1901.91809,277.85001,25,669.92568,164.25,0,2,0,1,0,0,3,3,0,0,4,6 days,0,0,0.26216,0,0,9,2,0,5
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,6,Second Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,00:44:19,3194.85254,498.69,36,1048.0802,348.51001,0,2,0,3,0,0,10,4,0,0,7,6 days,0,0,0.37746,0,0,39,7,7.69,12
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,6,Match Total,Game - Sub,rd2,Back,Outside Backs,Outside Backs,Back Three,01:09:40,5096.77063,776.54001,61,1718.00588,512.76001,0,4,0,4,0,0,13,7,0,0,11,6 days,0,1,0.27927,9.09509,9.09509,11,5,8.16,5
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,9,Second Half,Game - Sub,rd2,Forward,Back Row,Back Row,Back Row,00:17:19,1213.1228,153.02,8,436.89705,55.26,0,0,0,0,1,1,2,5,1,2,5,6 days,43.37,11,0.3757,15.23086,29.64087,6,0,69.57,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,9,Match Total,Game - Sub,rd2,Forward,Back Row,Back Row,Back Row,00:17:19,1213.1228,153.02,8,436.89705,55.26,0,0,0,0,1,1,2,5,1,2,5,6 days,0,2,0.32428,6.586485,13.14502,36,12,24.34,14
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,15,First Half,Game - Starter,rd2,Back,Inside Backs,Inside Backs,Halves,00:43:59,3115.34326,271.73999,14,1019.97158,119.12,0,2,0,1,0,0,1,3,1,0,4,6 days,11,5,0.34292,9.37979,15.29492,76,20,77.64,32
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,15,Second Half,Game - Starter,rd2,Back,Inside Backs,Inside Backs,Halves,00:44:19,3250.39063,300.29001,13,1043.38201,170.22,0,1,1,2,0,0,7,2,0,0,4,6 days,251.15,24,0.38999,17.59769,38.98999,11,0,189.95,7
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,15,Match Total,Game - Starter,rd2,Back,Inside Backs,Inside Backs,Halves,01:28:18,6365.73389,572.03,27,2063.35359,289.34,0,3,1,3,0,0,8,5,1,0,8,6 days,81.97,18,0.36422,13.50531,32.14795,13,0,149.31,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,18,First Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Centres,00:43:59,2945.76099,308.41,20,973.85,202.54001,0,3,0,0,0,0,4,6,1,0,6,6 days,34.5,11,0.30777,10.12307,28.25098,10,0,77.51,4
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,18,Second Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Centres,00:44:19,3174.73682,345.89001,20,1079.53644,208.91,0,3,1,4,0,0,8,3,1,0,7,6 days,12.54,9,0.31762,9.75703,18.125,67,19,58.37,26
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,18,Match Total,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Centres,01:28:18,6120.49781,654.30001,40,2053.38644,411.45001,0,6,1,4,0,0,12,9,2,0,13,6 days,0,0,0.33592,0,0,51,11,13.82,35
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,19,Second Half,Game - Sub,rd2,Forward,Front Row,Front Row,Front Row,00:33:39,1942.16724,33.32,2,595.11994,0,3,2,0,0,2,3,5,5,1,5,5,6 days,44.16,8,0.34955,13.28303,33.32996,76,11,121.75,29
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,19,Match Total,Game - Sub,rd2,Forward,Front Row,Front Row,Front Row,00:33:39,1942.16724,33.32,2,595.11994,0,3,2,0,0,2,3,5,5,1,5,5,6 days,209,20,0.3555,18.54918,34.52808,8,0,168.34,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,20,First Half,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,00:43:59,2541.23682,82.37,8,880.9684,18.28,6,2,0,0,5,5,6,5,4,10,5,6 days,0,0,0.34273,0,0,8,2,4.01,2
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,20,Second Half,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,00:21:51,1271.2821,16.88,1,379.20886,0,3,1,0,2,1,3,5,2,0,4,4,6 days,0,1,0.34696,23.88599,27.037,12,3,23.37,3
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,20,Match Total,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,01:05:50,3812.51892,99.25,9,1260.17726,18.28,9,3,0,2,6,8,11,7,4,14,9,6 days,0,5,0.33036,4.882995,15.13794,83,11,97.25,33
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,21,First Half,Game - Starter,rd2,Back,Inside Backs,Scrum Halve,Halves,00:18:45,1310.60901,122.53,9,453.90158,34.58,0,3,0,1,0,0,6,3,0,0,4,6 days,17.47,9,0.39785,22.08945,36.36206,13,7,90.88,12
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,21,Match Total,Game - Starter,rd2,Back,Inside Backs,Scrum Halve,Halves,00:18:45,1310.60901,122.53,9,453.90158,34.58,0,3,0,1,0,0,6,3,0,0,4,6 days,0,4,0.39843,8.459,14.216,13,0,71.29,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,22,First Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,00:43:59,2988.36646,314.79999,25,965.68309,131.08,0,6,0,1,0,0,1,1,1,0,2,6 days,0,3,0.351,9.22199,16.36279,29,14,25.36,14
